File,Line,Severity,Category,Rule/Issue,MessageOrRisk,CurrentCode,SuggestedFix,EstimatedEffortHrs,Dependencies
packages/shared/src/env.ts,14,MAJOR,pattern,silent-catch,Empty catch suppresses errors and hides root causes.,"  }
} catch {}
",Log the error with context and either rethrow or handle explicitly.,,
packages/shared/src/env.ts,66,MAJOR,pattern,silent-catch,Empty catch suppresses errors and hides root causes.,"    logger.info(summary, 'env-loaded');
  } catch {}
}",Log the error with context and either rethrow or handle explicitly.,,
packages/implementer/src/server.ts,46,MAJOR,pattern,silent-catch,Empty catch suppresses errors and hides root causes.,"      advisoryPlan = { ...plan, _validator_advisory: reportJson } as unknown as typeof plan;
    } catch {}
",Log the error with context and either rethrow or handle explicitly.,,
packages/implementer/src/server.ts,70,MAJOR,pattern,silent-catch,Empty catch suppresses errors and hides root causes.,"      }
    } catch {}
    logger.error({ execId, err: e.message }, 'implementer run failed (no artifacts to hand off)');",Log the error with context and either rethrow or handle explicitly.,,
tsconfig.base.json,13,CRITICAL,ts,TS2688,TS2688: Cannot find type definition files 'node'/'vitest' because @types packages are missing from node_modules.,"    ""resolveJsonModule"": true,
    ""types"": [""node"", ""vitest""],
    ""paths"": {",Install @types/node and @types/vitest in the workspace root and ensure workspace hoisting.,0.5,
apps/web/app/api/artifacts/route.ts,1,CRITICAL,ts,TS2307,"TS2307/TS2580: Next.js server and Node built-ins (jszip, node:fs/promises, node:path, process) missing because apps/web dependencies not installed.","  const evRoot = process.env.UI_EVIDENCE_DIR || '../../.automation/evidence';
  for (const p of paths) {
    try {
      const full = path.resolve(process.cwd(), evRoot, p);
      const buf = await fs.readFile(full);","Install app dependencies (next, jszip, @types/node) and ensure workspace links expose Node built-ins.",1.0,
apps/web/app/api/file/route.ts,1,CRITICAL,ts,TS2307,"TS2307/TS2580: Missing Next.js server, node:fs/promises, node:path, Buffer/process types due to absent @types/node and Next deps.","    }

    const mode = process.env.UI_BACKEND_MODE || 'evidence';

    if (mode === 'live') {","Install next, @types/node, and ensure Node types included in tsconfig.",1.0,
apps/web/app/api/session/route.ts,1,CRITICAL,ts,TS2307,TS2307/TS2580: next/server and process typings missing because Next.js deps are not installed.,"export const runtime = 'nodejs';

export async function POST(req: NextRequest) {
  const body = await req.json().catch(() => ({}));
  const intent = String(body?.intent || '');","Install next and @types/node, and include next-env definitions.",0.75,
apps/web/app/api/stream/route.ts,1,CRITICAL,ts,TS2307,TS2307/TS2580: Missing next/server and Node stream typings causing inability to compile streaming endpoint.,"
  if (mode === 'live') {
    const base = process.env.UI_GATEWAY_BASE || 'http://localhost:3030';
    const url = `${base}/api/executions/${encodeURIComponent(sessionId)}/stream`;
    const upstream = await fetch(url, { headers: { Accept: 'text/event-stream' } });","Install next, @types/node, and ensure runtime libs resolved.",1.0,
apps/web/app/layout.tsx,1,CRITICAL,ts,TS2307,TS2307/TS7026: React not installed so JSX elements resolve to any and layout fails compilation.,"};

export default function RootLayout({ children }: { children: ReactNode }) {
  return (
    <html lang=""en"">",Install react/react-dom + @types/react and configure tsconfig to use the React types.,0.75,
apps/web/app/page.tsx,1,CRITICAL,ts,TS2307,TS2307/TS7026/TS7006: Missing react/next typings cause JSX intrinsic element errors and implicit any handlers.,"  }

  return (
    <main className=""space-y-6"">
      <div className=""card"">",Restore react/next packages and add explicit event types.,1.0,
apps/web/app/session/[id]/page.tsx,1,CRITICAL,ts,TS2307,TS2307/TS7006/TS7026: Missing react/next/monaco types yield implicit anys across session view.,"  const [files, setFiles] = useState<FileEntry[]>([]);
  const [active, setActive] = useState<string>('');
  const [loadingFile, setLoadingFile] = useState<boolean>(false);
  const logRef = useRef<HTMLDivElement>(null);
","Install react, next, @monaco-editor/react types and annotate state setters.",1.5,
apps/web/tailwind.config.ts,1,CRITICAL,ts,TS2307,TS2307: tailwindcss package missing so config import fails.,"import type { Config } from 'tailwindcss'

const config: Config = {
  content: [",Install tailwindcss in apps/web and ensure workspace symlinks exist.,0.5,
eslint.config.cjs,1,CRITICAL,lint,config-resolution,ESLint fails: Cannot find module '@typescript-eslint/parser' because devDependencies are not installed.,"const tsParser = require('@typescript-eslint/parser');
const tsPlugin = require('@typescript-eslint/eslint-plugin');

module.exports = [
  {",Install @typescript-eslint/parser and eslint dependencies via npm install.,0.5,
apps/web/app/api/file/route.ts,32,CRITICAL,api,Path traversal risk: untrusted query parameter resolved without ensuring it stays within evidence directory.,Attacker can read arbitrary files accessible to the Next.js process.,"    }

    const mode = process.env.UI_BACKEND_MODE || 'evidence';

    if (mode === 'live') {",Normalize and enforce that resolved path starts with the evidence root; reject traversal attempts.,,
apps/web/app/api/artifacts/route.ts,32,CRITICAL,api,Zip builder reads arbitrary resolved paths without sandboxing user-provided list.,Client can include ../../ paths to exfiltrate secrets in the zip.,"  const evRoot = process.env.UI_EVIDENCE_DIR || '../../.automation/evidence';
  for (const p of paths) {
    try {
      const full = path.resolve(process.cwd(), evRoot, p);
      const buf = await fs.readFile(full);",Validate each requested path remains within evidence root before reading.,,
packages/gateway/src/server.ts,25,MAJOR,pattern,swallowed-error,"Fire-and-forget fetch to MCA drops errors, leaving executions stuck without retry.","
  // Fire-and-forget call to MCA
  fetch(process.env.MCA_URL || 'http://localhost:7010/start', {
    method: 'POST', headers: { 'Content-Type': 'application/json' }, body: JSON.stringify({ execId: id, intent })
  }).catch(() => {});",Await the fetch response or capture failures via logger/retry queue.,,
tsconfig.base.json,,MAJOR,config,skipLibCheck enabled,"Library type errors are hidden, masking compatibility issues.","    ""strict"": true,
    ""esModuleInterop"": true,
    ""skipLibCheck"": true,
    ""forceConsistentCasingInFileNames"": true,
    ""outDir"": ""dist"",",Remove skipLibCheck or resolve underlying type conflicts to restore full checking.,,
npm_ls.txt,,CRITICAL,config,Workspace dependencies not installed,Services cannot build because local workspace packages are missing from node_modules.,"autonomous-platform@ /workspace/autonomous-platform-fresh-start
├── UNMET DEPENDENCY @autonomous/gateway@file:/workspace/autonomous-platform-fresh-start/packages/gateway
├── UNMET DEPENDENCY @autonomous/implementer@file:/workspace/autonomous-platform-fresh-start/packages/implementer
├── UNMET DEPENDENCY @autonomous/mca@file:/workspace/autonomous-platform-fresh-start/packages/mca
├── UNMET DEPENDENCY @autonomous/planner@file:/workspace/autonomous-platform-fresh-start/packages/planner",Run npm install with workspaces enabled or commit node_modules linking configuration.,,
apps/web/package.json,,CRITICAL,config,Next.js 14.2.5 vulnerable (GHSA-f82v-jwr5-mffw),Authorization bypass vulnerability in Next.js middleware per npm audit.,"    ""next"": ""14.2.5"",
    ""react"": ""18.3.1"",
    ""react-dom"": ""18.3.1"",
    ""@monaco-editor/react"": ""4.6.0"",
    ""reactflow"": ""11.10.4"",",Bump next to >=14.2.33 and rerun npm install.,,
package-lock.json,,CRITICAL,config,libxmljs2 0.35.0 critical type confusion vulnerability (GHSA-78h3-pg4x-j8cv),xml parsing can trigger type confusion leading to arbitrary code execution.,"      ""version"": ""0.35.0"",
      ""resolved"": ""https://registry.npmjs.org/libxmljs2/-/libxmljs2-0.35.0.tgz"",
      ""integrity"": ""sha512-SpVopqn4YNydnLjkGfL6yQwzjlipmEnCCsVrD/0hQmdgsQWb5rVmSJxxjQltHIUTto29vgX+PhLjXoc+gMeABQ=="",
      ""dev"": true,
      ""hasInstallScript"": true,",Upgrade dependency chain (minio or upstream) to pull patched libxmljs2.,,
